word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
defect;9696;3.21;17.005;--;4862;--;--
frightened;9697;3.2;18.594;--;--;--;3643
combat;9698;3.2;16.782;--;4885;3480;--
convicted;9699;3.2;17.728;--;--;1989;--
defeat;9700;3.2;19.483;--;3458;3023;2961
dirty;9701;3.2;15.119;848;--;--;683
dread;9702;3.2;19.483;--;--;--;3358
drug;9703;3.2;20.702;2285;1591;633;1623
inferior;9704;3.2;14.708;--;3283;--;--
screamin;9705;3.2;17.957;--;--;--;3265
cryin;9706;3.19;17.093;--;--;--;4091
liar;9707;3.18;15.636;--;--;--;2075
aching;9708;3.18;14.941;--;--;--;3097
difficult;9709;3.18;0.8965;2170;575;958;4961
faggot;9710;3.18;19.763;--;--;--;4776
false;9711;3.18;13.506;2590;1780;3277;2304
forgotten;9712;3.18;12.728;3541;3079;3783;1414
garbage;9713;3.18;16.249;3040;--;4925;3755
kicked;9714;3.18;13.952;2709;--;--;2211
scandal;9715;3.18;15.609;4972;--;3756;--
sinners;9716;3.18;17.807;--;--;--;4596
suspension;9717;3.18;14.803;--;--;4773;--
woe;9718;3.18;20.070;--;--;--;4787
accusations;9719;3.16;15.301;--;--;4099;--
complain;9720;3.16;15.566;3270;--;--;2620
declined;9721;3.16;15.434;--;4539;1202;--
disorders;9722;3.16;14.337;--;2879;--;--
doubt;9723;3.16;12.675;1800;873;2110;706
